sample	species	abundance
SL259936	Subdoligranulum_unclassified	0
SL259937	Subdoligranulum_unclassified	0
SL259943	Subdoligranulum_unclassified	0
SL259944	Subdoligranulum_unclassified	0
SL259945	Subdoligranulum_unclassified	0
SL259946	Subdoligranulum_unclassified	0
SL259925	Catenibacterium_mitsuokai	0
SL259926	Catenibacterium_mitsuokai	0
SL259927	Catenibacterium_mitsuokai	0
SL259928	Catenibacterium_mitsuokai	0
SL259934	Catenibacterium_mitsuokai	0
SL259935	Catenibacterium_mitsuokai	0
SL259936	Catenibacterium_mitsuokai	0
SL259937	Catenibacterium_mitsuokai	0
SL259943	Catenibacterium_mitsuokai	0
SL259944	Catenibacterium_mitsuokai	0
SL259945	Catenibacterium_mitsuokai	0
SL259946	Catenibacterium_mitsuokai	0
SL259925	Eubacterium_biforme	0
SL259926	Eubacterium_biforme	0
SL259927	Eubacterium_biforme	0
SL259928	Eubacterium_biforme	0
SL259934	Eubacterium_biforme	0
SL259935	Eubacterium_biforme	0
SL259936	Eubacterium_biforme	0
SL259937	Eubacterium_biforme	0
SL259943	Eubacterium_biforme	0
SL259944	Eubacterium_biforme	0
SL259945	Eubacterium_biforme	0
SL259946	Eubacterium_biforme	0
SL259925	Solobacterium_moorei	0
SL259926	Solobacterium_moorei	0
SL259927	Solobacterium_moorei	0
SL259928	Solobacterium_moorei	0
SL259934	Solobacterium_moorei	0
SL259935	Solobacterium_moorei	0
SL259936	Solobacterium_moorei	0
SL259937	Solobacterium_moorei	0
SL259943	Solobacterium_moorei	0
SL259944	Solobacterium_moorei	0
SL259945	Solobacterium_moorei	0
SL259946	Solobacterium_moorei	0
SL259925	Phascolarctobacterium_succinatutens	0
SL259926	Phascolarctobacterium_succinatutens	0
SL259927	Phascolarctobacterium_succinatutens	0
SL259928	Phascolarctobacterium_succinatutens	0
SL259934	Phascolarctobacterium_succinatutens	0
SL259935	Phascolarctobacterium_succinatutens	0
SL259936	Phascolarctobacterium_succinatutens	0
SL259937	Phascolarctobacterium_succinatutens	0
SL259943	Phascolarctobacterium_succinatutens	0
SL259944	Phascolarctobacterium_succinatutens	0
SL259945	Phascolarctobacterium_succinatutens	0
SL259946	Phascolarctobacterium_succinatutens	0
SL259925	Megasphaera_genomosp_type_1	0
SL259926	Megasphaera_genomosp_type_1	0
SL259927	Megasphaera_genomosp_type_1	0
SL259928	Megasphaera_genomosp_type_1	0
SL259934	Megasphaera_genomosp_type_1	0
SL259935	Megasphaera_genomosp_type_1	0
SL259936	Megasphaera_genomosp_type_1	0
SL259937	Megasphaera_genomosp_type_1	0
SL259943	Megasphaera_genomosp_type_1	0
SL259944	Megasphaera_genomosp_type_1	0
SL259945	Megasphaera_genomosp_type_1	0
SL259946	Megasphaera_genomosp_type_1	0
SL259925	Megasphaera_unclassified	0
SL259926	Megasphaera_unclassified	0
SL259927	Megasphaera_unclassified	0
SL259928	Megasphaera_unclassified	0
SL259934	Megasphaera_unclassified	0
SL259935	Megasphaera_unclassified	0
SL259936	Megasphaera_unclassified	0
SL259937	Megasphaera_unclassified	0
SL259943	Megasphaera_unclassified	0
SL259944	Megasphaera_unclassified	0
SL259945	Megasphaera_unclassified	0
SL259946	Megasphaera_unclassified	0
SL259925	Mitsuokella_unclassified	0
SL259926	Mitsuokella_unclassified	0
SL259927	Mitsuokella_unclassified	0
SL259928	Mitsuokella_unclassified	0
SL259934	Mitsuokella_unclassified	0
SL259935	Mitsuokella_unclassified	0
SL259936	Mitsuokella_unclassified	0
SL259937	Mitsuokella_unclassified	0
SL259943	Mitsuokella_unclassified	0
SL259944	Mitsuokella_unclassified	0
SL259945	Mitsuokella_unclassified	0
SL259946	Mitsuokella_unclassified	0
SL259925	Selenomonas_noxia	0
SL259926	Selenomonas_noxia	0
SL259927	Selenomonas_noxia	0
SL259928	Selenomonas_noxia	0
SL259934	Selenomonas_noxia	0
SL259935	Selenomonas_noxia	0
SL259936	Selenomonas_noxia	0
SL259937	Selenomonas_noxia	0
SL259943	Selenomonas_noxia	0
SL259944	Selenomonas_noxia	0
SL259945	Selenomonas_noxia	0
SL259946	Selenomonas_noxia	0
SL259925	Veillonella_atypica	0
SL259926	Veillonella_atypica	0
SL259927	Veillonella_atypica	0
SL259928	Veillonella_atypica	0
SL259934	Veillonella_atypica	0
SL259935	Veillonella_atypica	0
SL259936	Veillonella_atypica	0
SL259937	Veillonella_atypica	0
SL259943	Veillonella_atypica	0
SL259944	Veillonella_atypica	0
SL259945	Veillonella_atypica	0
SL259946	Veillonella_atypica	0
SL259925	Veillonella_parvula	0
SL259926	Veillonella_parvula	0
SL259927	Veillonella_parvula	0
SL259928	Veillonella_parvula	0
SL259934	Veillonella_parvula	0
SL259935	Veillonella_parvula	0
SL259936	Veillonella_parvula	0
SL259937	Veillonella_parvula	0
SL259943	Veillonella_parvula	0
SL259944	Veillonella_parvula	0
SL259945	Veillonella_parvula	0
SL259946	Veillonella_parvula	0
SL259925	Veillonella_unclassified	0
SL259926	Veillonella_unclassified	0
SL259927	Veillonella_unclassified	0.03536
SL259928	Veillonella_unclassified	0
SL259934	Veillonella_unclassified	0
SL259935	Veillonella_unclassified	0
SL259936	Veillonella_unclassified	0
SL259937	Veillonella_unclassified	0
SL259943	Veillonella_unclassified	0
SL259944	Veillonella_unclassified	0
SL259945	Veillonella_unclassified	0
SL259946	Veillonella_unclassified	0
SL259925	Fusobacterium_periodonticum	0
SL259926	Fusobacterium_periodonticum	0
SL259927	Fusobacterium_periodonticum	0
SL259928	Fusobacterium_periodonticum	0
SL259934	Fusobacterium_periodonticum	0
SL259935	Fusobacterium_periodonticum	0
SL259936	Fusobacterium_periodonticum	0
SL259937	Fusobacterium_periodonticum	0
SL259943	Fusobacterium_periodonticum	0
SL259944	Fusobacterium_periodonticum	0
SL259945	Fusobacterium_periodonticum	0
SL259946	Fusobacterium_periodonticum	0
SL259925	Leptotrichia_unclassified	0
SL259926	Leptotrichia_unclassified	0
SL259927	Leptotrichia_unclassified	0
SL259928	Leptotrichia_unclassified	0
SL259934	Leptotrichia_unclassified	0
SL259935	Leptotrichia_unclassified	0
SL259936	Leptotrichia_unclassified	0
SL259937	Leptotrichia_unclassified	0
SL259943	Leptotrichia_unclassified	0
SL259944	Leptotrichia_unclassified	0
SL259945	Leptotrichia_unclassified	0
SL259946	Leptotrichia_unclassified	0
SL259925	Asticcacaulis_excentricus	0
SL259926	Asticcacaulis_excentricus	0
SL259927	Asticcacaulis_excentricus	0
SL259928	Asticcacaulis_excentricus	0
SL259934	Asticcacaulis_excentricus	0
SL259935	Asticcacaulis_excentricus	0
SL259936	Asticcacaulis_excentricus	0
SL259937	Asticcacaulis_excentricus	0
SL259943	Asticcacaulis_excentricus	0
SL259944	Asticcacaulis_excentricus	0
SL259945	Asticcacaulis_excentricus	0
SL259946	Asticcacaulis_excentricus	0
SL259925	Asticcacaulis_unclassified	0
SL259926	Asticcacaulis_unclassified	0
SL259927	Asticcacaulis_unclassified	0
SL259928	Asticcacaulis_unclassified	0
SL259934	Asticcacaulis_unclassified	0
SL259935	Asticcacaulis_unclassified	0
SL259936	Asticcacaulis_unclassified	0
SL259937	Asticcacaulis_unclassified	0
SL259943	Asticcacaulis_unclassified	0
SL259944	Asticcacaulis_unclassified	0
SL259945	Asticcacaulis_unclassified	0
SL259946	Asticcacaulis_unclassified	0
SL259925	Brevundimonas_diminuta	0
SL259926	Brevundimonas_diminuta	0
SL259927	Brevundimonas_diminuta	0
SL259928	Brevundimonas_diminuta	0
SL259934	Brevundimonas_diminuta	0
SL259935	Brevundimonas_diminuta	0
SL259936	Brevundimonas_diminuta	0
SL259937	Brevundimonas_diminuta	0
SL259943	Brevundimonas_diminuta	0
SL259944	Brevundimonas_diminuta	0
SL259945	Brevundimonas_diminuta	0
SL259946	Brevundimonas_diminuta	0
SL259925	Brevundimonas_unclassified	0
SL259926	Brevundimonas_unclassified	0
SL259927	Brevundimonas_unclassified	0
SL259928	Brevundimonas_unclassified	0
SL259934	Brevundimonas_unclassified	0
SL259935	Brevundimonas_unclassified	0
SL259936	Brevundimonas_unclassified	0
SL259937	Brevundimonas_unclassified	0
SL259943	Brevundimonas_unclassified	0
SL259944	Brevundimonas_unclassified	0
SL259945	Brevundimonas_unclassified	0
SL259946	Brevundimonas_unclassified	0
SL259925	Caulobacter_unclassified	0
SL259926	Caulobacter_unclassified	0
SL259927	Caulobacter_unclassified	0.09403
SL259928	Caulobacter_unclassified	0
SL259934	Caulobacter_unclassified	0.12275
SL259935	Caulobacter_unclassified	0
SL259936	Caulobacter_unclassified	0
SL259937	Caulobacter_unclassified	0.04918
SL259943	Caulobacter_unclassified	0
SL259944	Caulobacter_unclassified	0
SL259945	Caulobacter_unclassified	0
SL259946	Caulobacter_unclassified	0
SL259925	Caulobacter_vibrioides	0.34722
SL259926	Caulobacter_vibrioides	0
SL259927	Caulobacter_vibrioides	0
SL259928	Caulobacter_vibrioides	0.07208
SL259934	Caulobacter_vibrioides	0
SL259935	Caulobacter_vibrioides	0.0214
SL259936	Caulobacter_vibrioides	0
SL259937	Caulobacter_vibrioides	0
SL259943	Caulobacter_vibrioides	0.03682
SL259944	Caulobacter_vibrioides	0.33679
SL259945	Caulobacter_vibrioides	0.27715
SL259946	Caulobacter_vibrioides	0.53668
SL259925	Bartonella_unclassified	0
SL259926	Bartonella_unclassified	0
SL259927	Bartonella_unclassified	0
SL259928	Bartonella_unclassified	0
SL259934	Bartonella_unclassified	0
SL259935	Bartonella_unclassified	0
SL259936	Bartonella_unclassified	0
SL259937	Bartonella_unclassified	0
SL259943	Bartonella_unclassified	0
SL259944	Bartonella_unclassified	0
SL259945	Bartonella_unclassified	0
SL259946	Bartonella_unclassified	0
SL259925	Afipia_unclassified	0.15018
SL259926	Afipia_unclassified	0
SL259927	Afipia_unclassified	0
SL259928	Afipia_unclassified	0
SL259934	Afipia_unclassified	0
SL259935	Afipia_unclassified	0
SL259936	Afipia_unclassified	0
SL259937	Afipia_unclassified	0
SL259943	Afipia_unclassified	0
SL259944	Afipia_unclassified	0
SL259945	Afipia_unclassified	0
SL259946	Afipia_unclassified	0
SL259925	Bradyrhizobium_japonicum	0
SL259926	Bradyrhizobium_japonicum	0
SL259927	Bradyrhizobium_japonicum	0
SL259928	Bradyrhizobium_japonicum	0
SL259934	Bradyrhizobium_japonicum	0.01172
SL259935	Bradyrhizobium_japonicum	0
SL259936	Bradyrhizobium_japonicum	0
SL259937	Bradyrhizobium_japonicum	0
SL259943	Bradyrhizobium_japonicum	0
SL259944	Bradyrhizobium_japonicum	0
SL259945	Bradyrhizobium_japonicum	0
SL259946	Bradyrhizobium_japonicum	0
SL259925	Bradyrhizobium_sp_BTAi1	41.2768
SL259926	Bradyrhizobium_sp_BTAi1	46.74485
SL259927	Bradyrhizobium_sp_BTAi1	34.45472
SL259928	Bradyrhizobium_sp_BTAi1	31.85791
SL259934	Bradyrhizobium_sp_BTAi1	41.19119
SL259935	Bradyrhizobium_sp_BTAi1	13.61563
SL259936	Bradyrhizobium_sp_BTAi1	29.48507
SL259937	Bradyrhizobium_sp_BTAi1	12.7249
SL259943	Bradyrhizobium_sp_BTAi1	20.02659
SL259944	Bradyrhizobium_sp_BTAi1	45.72037
SL259945	Bradyrhizobium_sp_BTAi1	44.56853
SL259946	Bradyrhizobium_sp_BTAi1	48.39589
SL259925	Bradyrhizobium_sp_DFCI_1	18.53089
SL259926	Bradyrhizobium_sp_DFCI_1	26.58526
SL259927	Bradyrhizobium_sp_DFCI_1	11.7343
SL259928	Bradyrhizobium_sp_DFCI_1	18.81421
SL259934	Bradyrhizobium_sp_DFCI_1	26.67138
SL259935	Bradyrhizobium_sp_DFCI_1	8.47561
SL259936	Bradyrhizobium_sp_DFCI_1	11.65055
SL259937	Bradyrhizobium_sp_DFCI_1	6.24205
SL259943	Bradyrhizobium_sp_DFCI_1	8.02326
SL259944	Bradyrhizobium_sp_DFCI_1	22.64463
SL259945	Bradyrhizobium_sp_DFCI_1	18.40894
SL259946	Bradyrhizobium_sp_DFCI_1	21.1101
SL259925	Rhodopseudomonas_palustris	3.44508
SL259926	Rhodopseudomonas_palustris	4.61171
SL259927	Rhodopseudomonas_palustris	2.55764
SL259928	Rhodopseudomonas_palustris	2.50412
SL259934	Rhodopseudomonas_palustris	1.77284
SL259935	Rhodopseudomonas_palustris	1.01137
SL259936	Rhodopseudomonas_palustris	2.1766
SL259937	Rhodopseudomonas_palustris	0.74549
SL259943	Rhodopseudomonas_palustris	1.69937
SL259944	Rhodopseudomonas_palustris	2.22676
SL259945	Rhodopseudomonas_palustris	3.96739
SL259946	Rhodopseudomonas_palustris	3.26711
SL259925	Rhodopseudomonas_unclassified	0
SL259926	Rhodopseudomonas_unclassified	0
SL259927	Rhodopseudomonas_unclassified	0
SL259928	Rhodopseudomonas_unclassified	0
SL259934	Rhodopseudomonas_unclassified	1.49384
SL259935	Rhodopseudomonas_unclassified	0
SL259936	Rhodopseudomonas_unclassified	0
SL259937	Rhodopseudomonas_unclassified	0
SL259943	Rhodopseudomonas_unclassified	0
SL259944	Rhodopseudomonas_unclassified	0
SL259945	Rhodopseudomonas_unclassified	0
SL259946	Rhodopseudomonas_unclassified	0
SL259925	Ochrobactrum_anthropi	0
SL259926	Ochrobactrum_anthropi	0
SL259927	Ochrobactrum_anthropi	0
SL259928	Ochrobactrum_anthropi	0
SL259934	Ochrobactrum_anthropi	0
SL259935	Ochrobactrum_anthropi	0
SL259936	Ochrobactrum_anthropi	0
SL259937	Ochrobactrum_anthropi	0
SL259943	Ochrobactrum_anthropi	0
SL259944	Ochrobactrum_anthropi	0
SL259945	Ochrobactrum_anthropi	0
SL259946	Ochrobactrum_anthropi	0
SL259925	Methylobacterium_extorquens	0.22681
SL259926	Methylobacterium_extorquens	0
SL259927	Methylobacterium_extorquens	0.21657
SL259928	Methylobacterium_extorquens	0
SL259934	Methylobacterium_extorquens	0.20161
SL259935	Methylobacterium_extorquens	0.07554
SL259936	Methylobacterium_extorquens	0.03745
SL259937	Methylobacterium_extorquens	0.03867
SL259943	Methylobacterium_extorquens	0
SL259944	Methylobacterium_extorquens	0.02298
SL259945	Methylobacterium_extorquens	0.11197
SL259946	Methylobacterium_extorquens	0
SL259925	Methylobacterium_mesophilicum	0
SL259926	Methylobacterium_mesophilicum	0
SL259927	Methylobacterium_mesophilicum	0
SL259928	Methylobacterium_mesophilicum	0
SL259934	Methylobacterium_mesophilicum	0
SL259935	Methylobacterium_mesophilicum	0
SL259936	Methylobacterium_mesophilicum	0
SL259937	Methylobacterium_mesophilicum	0
SL259943	Methylobacterium_mesophilicum	0
SL259944	Methylobacterium_mesophilicum	0
SL259945	Methylobacterium_mesophilicum	0
SL259946	Methylobacterium_mesophilicum	0
SL259925	Methylobacterium_radiotolerans	0.13714
SL259926	Methylobacterium_radiotolerans	0
SL259927	Methylobacterium_radiotolerans	0.2274
SL259928	Methylobacterium_radiotolerans	0.09596
SL259934	Methylobacterium_radiotolerans	0.22989
SL259935	Methylobacterium_radiotolerans	0.01841
SL259936	Methylobacterium_radiotolerans	0.04961
SL259937	Methylobacterium_radiotolerans	0.07361
SL259943	Methylobacterium_radiotolerans	0
SL259944	Methylobacterium_radiotolerans	0
SL259945	Methylobacterium_radiotolerans	0.02131
SL259946	Methylobacterium_radiotolerans	0
SL259925	Agrobacterium_tumefaciens	0
SL259926	Agrobacterium_tumefaciens	0
SL259927	Agrobacterium_tumefaciens	0
SL259928	Agrobacterium_tumefaciens	0
SL259934	Agrobacterium_tumefaciens	0
SL259935	Agrobacterium_tumefaciens	0
SL259936	Agrobacterium_tumefaciens	0
SL259937	Agrobacterium_tumefaciens	0
SL259943	Agrobacterium_tumefaciens	0
SL259944	Agrobacterium_tumefaciens	0
SL259945	Agrobacterium_tumefaciens	0
SL259946	Agrobacterium_tumefaciens	0
SL259925	Agrobacterium_unclassified	0
SL259926	Agrobacterium_unclassified	0
SL259927	Agrobacterium_unclassified	0
SL259928	Agrobacterium_unclassified	0
SL259934	Agrobacterium_unclassified	0
SL259935	Agrobacterium_unclassified	0
SL259936	Agrobacterium_unclassified	0
SL259937	Agrobacterium_unclassified	0
SL259943	Agrobacterium_unclassified	0
SL259944	Agrobacterium_unclassified	0
SL259945	Agrobacterium_unclassified	0
SL259946	Agrobacterium_unclassified	0
SL259925	Rhizobium_lupini	0
SL259926	Rhizobium_lupini	0
SL259927	Rhizobium_lupini	0
SL259928	Rhizobium_lupini	0
SL259934	Rhizobium_lupini	0
SL259935	Rhizobium_lupini	0
SL259936	Rhizobium_lupini	0
SL259937	Rhizobium_lupini	0
SL259943	Rhizobium_lupini	0
SL259944	Rhizobium_lupini	0
SL259945	Rhizobium_lupini	0
SL259946	Rhizobium_lupini	0
SL259925	Xanthobacter_autotrophicus	0
SL259926	Xanthobacter_autotrophicus	0
SL259927	Xanthobacter_autotrophicus	0
SL259928	Xanthobacter_autotrophicus	0
SL259934	Xanthobacter_autotrophicus	0
SL259935	Xanthobacter_autotrophicus	0
SL259936	Xanthobacter_autotrophicus	0
SL259937	Xanthobacter_autotrophicus	0
SL259943	Xanthobacter_autotrophicus	0
SL259944	Xanthobacter_autotrophicus	0
SL259945	Xanthobacter_autotrophicus	0
SL259946	Xanthobacter_autotrophicus	0
SL259925	Pannonibacter_phragmitetus	0
SL259926	Pannonibacter_phragmitetus	0
SL259927	Pannonibacter_phragmitetus	0
SL259928	Pannonibacter_phragmitetus	0
SL259934	Pannonibacter_phragmitetus	0
SL259935	Pannonibacter_phragmitetus	0
SL259936	Pannonibacter_phragmitetus	0
SL259937	Pannonibacter_phragmitetus	0
SL259943	Pannonibacter_phragmitetus	0
SL259944	Pannonibacter_phragmitetus	0
SL259945	Pannonibacter_phragmitetus	0
SL259946	Pannonibacter_phragmitetus	0
SL259925	Paracoccus_denitrificans	0
SL259926	Paracoccus_denitrificans	0
SL259927	Paracoccus_denitrificans	0
SL259928	Paracoccus_denitrificans	0
SL259934	Paracoccus_denitrificans	0
SL259935	Paracoccus_denitrificans	0
SL259936	Paracoccus_denitrificans	0
SL259937	Paracoccus_denitrificans	0
SL259943	Paracoccus_denitrificans	0
SL259944	Paracoccus_denitrificans	0
SL259945	Paracoccus_denitrificans	0
SL259946	Paracoccus_denitrificans	0
SL259925	Paracoccus_unclassified	0
SL259926	Paracoccus_unclassified	0
SL259927	Paracoccus_unclassified	0
SL259928	Paracoccus_unclassified	0
SL259934	Paracoccus_unclassified	0
SL259935	Paracoccus_unclassified	0
SL259936	Paracoccus_unclassified	0
SL259937	Paracoccus_unclassified	0
SL259943	Paracoccus_unclassified	0
SL259944	Paracoccus_unclassified	0
SL259945	Paracoccus_unclassified	0
SL259946	Paracoccus_unclassified	0
SL259925	Acetobacter_unclassified	0
SL259926	Acetobacter_unclassified	0
SL259927	Acetobacter_unclassified	0
SL259928	Acetobacter_unclassified	0
SL259934	Acetobacter_unclassified	0
SL259935	Acetobacter_unclassified	0
SL259936	Acetobacter_unclassified	0
SL259937	Acetobacter_unclassified	0
SL259943	Acetobacter_unclassified	0
SL259944	Acetobacter_unclassified	0
SL259945	Acetobacter_unclassified	0
SL259946	Acetobacter_unclassified	0
SL259925	Gluconacetobacter_unclassified	0
SL259926	Gluconacetobacter_unclassified	0
SL259927	Gluconacetobacter_unclassified	0
SL259928	Gluconacetobacter_unclassified	0
SL259934	Gluconacetobacter_unclassified	0
SL259935	Gluconacetobacter_unclassified	0
SL259936	Gluconacetobacter_unclassified	0
SL259937	Gluconacetobacter_unclassified	0
SL259943	Gluconacetobacter_unclassified	0
SL259944	Gluconacetobacter_unclassified	0
SL259945	Gluconacetobacter_unclassified	0
SL259946	Gluconacetobacter_unclassified	0
SL259925	Gluconobacter_frateurii	0
SL259926	Gluconobacter_frateurii	0
SL259927	Gluconobacter_frateurii	0
SL259928	Gluconobacter_frateurii	0
SL259934	Gluconobacter_frateurii	0
SL259935	Gluconobacter_frateurii	0
SL259936	Gluconobacter_frateurii	0
SL259937	Gluconobacter_frateurii	0
SL259943	Gluconobacter_frateurii	0
SL259944	Gluconobacter_frateurii	0
SL259945	Gluconobacter_frateurii	0
SL259946	Gluconobacter_frateurii	0
SL259925	Gluconobacter_unclassified	0
SL259926	Gluconobacter_unclassified	0
SL259927	Gluconobacter_unclassified	0
SL259928	Gluconobacter_unclassified	0
SL259934	Gluconobacter_unclassified	0
SL259935	Gluconobacter_unclassified	0
SL259936	Gluconobacter_unclassified	0
SL259937	Gluconobacter_unclassified	0
SL259943	Gluconobacter_unclassified	0
SL259944	Gluconobacter_unclassified	0
SL259945	Gluconobacter_unclassified	0
SL259946	Gluconobacter_unclassified	0
SL259925	Roseomonas_sp_B5	0
SL259926	Roseomonas_sp_B5	0
SL259927	Roseomonas_sp_B5	0
SL259928	Roseomonas_sp_B5	0
SL259934	Roseomonas_sp_B5	0
SL259935	Roseomonas_sp_B5	0
SL259936	Roseomonas_sp_B5	0
SL259937	Roseomonas_sp_B5	0
SL259943	Roseomonas_sp_B5	0
SL259944	Roseomonas_sp_B5	0
SL259945	Roseomonas_sp_B5	0
SL259946	Roseomonas_sp_B5	0
SL259925	Roseomonas_unclassified	0
SL259926	Roseomonas_unclassified	0
SL259927	Roseomonas_unclassified	0
SL259928	Roseomonas_unclassified	0
SL259934	Roseomonas_unclassified	0
SL259935	Roseomonas_unclassified	0
SL259936	Roseomonas_unclassified	0
SL259937	Roseomonas_unclassified	0
SL259943	Roseomonas_unclassified	0
SL259944	Roseomonas_unclassified	0
SL259945	Roseomonas_unclassified	0
SL259946	Roseomonas_unclassified	0
SL259925	Rhodospirillum_unclassified	0
SL259926	Rhodospirillum_unclassified	0
SL259927	Rhodospirillum_unclassified	0
SL259928	Rhodospirillum_unclassified	0
SL259934	Rhodospirillum_unclassified	0
SL259935	Rhodospirillum_unclassified	0
SL259936	Rhodospirillum_unclassified	0
SL259937	Rhodospirillum_unclassified	0
SL259943	Rhodospirillum_unclassified	0
SL259944	Rhodospirillum_unclassified	0
SL259945	Rhodospirillum_unclassified	0
SL259946	Rhodospirillum_unclassified	0
SL259925	Reyranella_massiliensis	0
SL259926	Reyranella_massiliensis	0
SL259927	Reyranella_massiliensis	0
SL259928	Reyranella_massiliensis	0
SL259934	Reyranella_massiliensis	0
SL259935	Reyranella_massiliensis	0
SL259936	Reyranella_massiliensis	0
SL259937	Reyranella_massiliensis	0
SL259943	Reyranella_massiliensis	0
SL259944	Reyranella_massiliensis	0
SL259945	Reyranella_massiliensis	0
SL259946	Reyranella_massiliensis	0
SL259925	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259926	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259927	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259928	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259934	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259935	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259936	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259937	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259943	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259944	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259945	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259946	Wolbachia_endosymbiont_of_Culex_pipiens_molestus	0
SL259925	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259926	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259927	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259928	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259934	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259935	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259936	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259937	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259943	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259944	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259945	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259946	Wolbachia_endosymbiont_of_Culex_quinquefasciatus	0
SL259925	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259926	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259927	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259928	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259934	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259935	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259936	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259937	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259943	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259944	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259945	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259946	Wolbachia_endosymbiont_of_Diaphorina_citri	0
SL259925	Wolbachia_pipientis	0
SL259926	Wolbachia_pipientis	0
SL259927	Wolbachia_pipientis	0
SL259928	Wolbachia_pipientis	0
SL259934	Wolbachia_pipientis	0
SL259935	Wolbachia_pipientis	0
SL259936	Wolbachia_pipientis	0
SL259937	Wolbachia_pipientis	0
SL259943	Wolbachia_pipientis	0
SL259944	Wolbachia_pipientis	0
SL259945	Wolbachia_pipientis	0
SL259946	Wolbachia_pipientis	0
SL259925	Wolbachia_unclassified	0
SL259926	Wolbachia_unclassified	0
SL259927	Wolbachia_unclassified	0
SL259928	Wolbachia_unclassified	0
SL259934	Wolbachia_unclassified	0
SL259935	Wolbachia_unclassified	0
SL259936	Wolbachia_unclassified	0
SL259937	Wolbachia_unclassified	0
SL259943	Wolbachia_unclassified	0
SL259944	Wolbachia_unclassified	0
SL259945	Wolbachia_unclassified	0
SL259946	Wolbachia_unclassified	0
SL259925	Blastomonas_unclassified	0
SL259926	Blastomonas_unclassified	0
SL259927	Blastomonas_unclassified	0
SL259928	Blastomonas_unclassified	0
SL259934	Blastomonas_unclassified	0
SL259935	Blastomonas_unclassified	0
SL259936	Blastomonas_unclassified	0
SL259937	Blastomonas_unclassified	0
SL259943	Blastomonas_unclassified	0
SL259944	Blastomonas_unclassified	0
SL259945	Blastomonas_unclassified	0
SL259946	Blastomonas_unclassified	0
SL259925	Novosphingobium_lindaniclasticum	0
SL259926	Novosphingobium_lindaniclasticum	0
SL259927	Novosphingobium_lindaniclasticum	0
SL259928	Novosphingobium_lindaniclasticum	0
SL259934	Novosphingobium_lindaniclasticum	0
SL259935	Novosphingobium_lindaniclasticum	0
SL259936	Novosphingobium_lindaniclasticum	0
SL259937	Novosphingobium_lindaniclasticum	0
SL259943	Novosphingobium_lindaniclasticum	0
SL259944	Novosphingobium_lindaniclasticum	0
SL259945	Novosphingobium_lindaniclasticum	0
SL259946	Novosphingobium_lindaniclasticum	0
SL259925	Sphingobium_unclassified	0
SL259926	Sphingobium_unclassified	0
SL259927	Sphingobium_unclassified	0
SL259928	Sphingobium_unclassified	0
SL259934	Sphingobium_unclassified	0
SL259935	Sphingobium_unclassified	0
SL259936	Sphingobium_unclassified	0
SL259937	Sphingobium_unclassified	0
SL259943	Sphingobium_unclassified	0
SL259944	Sphingobium_unclassified	0
SL259945	Sphingobium_unclassified	0
SL259946	Sphingobium_unclassified	0
SL259925	Sphingobium_yanoikuyae	0
SL259926	Sphingobium_yanoikuyae	0
SL259927	Sphingobium_yanoikuyae	0
SL259928	Sphingobium_yanoikuyae	0
SL259934	Sphingobium_yanoikuyae	0
SL259935	Sphingobium_yanoikuyae	0
SL259936	Sphingobium_yanoikuyae	0
SL259937	Sphingobium_yanoikuyae	0
